repo_name,stars,forks,watchers,language,url,commits
MHSanaei/3x-ui,37830,7117,37830,Go,https://api.github.com/repos/MHSanaei/3x-ui,2428
FreeCodeCampChina/freecodecamp.cn,37703,1415,37703,CSS,https://api.github.com/repos/FreeCodeCampChina/freecodecamp.cn,8845
GyulyVGC/sniffnet,37700,1522,37700,Rust,https://api.github.com/repos/GyulyVGC/sniffnet,2923
huiyadanli/RevokeMsgPatcher,37683,3988,37683,C#,https://api.github.com/repos/huiyadanli/RevokeMsgPatcher,305
ShareX/ShareX,37639,3748,37639,C#,https://api.github.com/repos/ShareX/ShareX,8707
qbittorrent/qBittorrent,37615,4696,37615,C++,https://api.github.com/repos/qbittorrent/qBittorrent,13728
vlang/v,37600,2245,37600,V,https://api.github.com/repos/vlang/v,23186
denysdovhan/wtfjs,37599,2692,37599,JavaScript,https://api.github.com/repos/denysdovhan/wtfjs,442
portainer/portainer,37515,2830,37515,TypeScript,https://api.github.com/repos/portainer/portainer,5848
deepseek-ai/awesome-deepseek-integration,37497,4129,37497,,https://api.github.com/repos/deepseek-ai/awesome-deepseek-integration,624
NervJS/taro,37488,4886,37488,TypeScript,https://api.github.com/repos/NervJS/taro,14346
TencentARC/GFPGAN,37459,6280,37459,Python,https://api.github.com/repos/TencentARC/GFPGAN,107
sqlmapproject/sqlmap,37441,6267,37441,Python,https://api.github.com/repos/sqlmapproject/sqlmap,10546
docker/compose,37416,5835,37416,Go,https://api.github.com/repos/docker/compose,5742
LAION-AI/Open-Assistant,37414,3301,37414,Python,https://api.github.com/repos/LAION-AI/Open-Assistant,3477
eugenp/tutorials,37348,53565,37348,Java,https://api.github.com/repos/eugenp/tutorials,20644
alibaba/arthas,37320,7635,37320,Java,https://api.github.com/repos/alibaba/arthas,2201
danny-avila/LibreChat,37312,7684,37312,TypeScript,https://api.github.com/repos/danny-avila/LibreChat,4268
drawdb-io/drawdb,37289,3011,37289,JavaScript,https://api.github.com/repos/drawdb-io/drawdb,1146
exacity/deeplearningbook-chinese,37275,9140,37275,TeX,https://api.github.com/repos/exacity/deeplearningbook-chinese,730
YunaiV/ruoyi-vue-pro,37236,8077,37236,Java,https://api.github.com/repos/YunaiV/ruoyi-vue-pro,11227
0voice/interview_internal_reference,37229,9384,37229,Python,https://api.github.com/repos/0voice/interview_internal_reference,378
openai/gym,37210,8700,37210,Python,https://api.github.com/repos/openai/gym,1758
LizardByte/Sunshine,37187,1942,37187,C++,https://api.github.com/repos/LizardByte/Sunshine,3283
aseprite/aseprite,37115,8083,37115,C++,https://api.github.com/repos/aseprite/aseprite,10619
karpathy/LLM101n,37107,2034,37107,,https://api.github.com/repos/karpathy/LLM101n,3
PKUanonym/REKCARC-TSC-UHT,37059,7844,37059,HTML,https://api.github.com/repos/PKUanonym/REKCARC-TSC-UHT,246
fengdu78/Coursera-ML-AndrewNg-Notes,36980,11181,36980,HTML,https://api.github.com/repos/fengdu78/Coursera-ML-AndrewNg-Notes,119
AobingJava/JavaFamily,36953,7785,36953,,https://api.github.com/repos/AobingJava/JavaFamily,228
satwikkansal/wtfpython,36951,2668,36951,Python,https://api.github.com/repos/satwikkansal/wtfpython,670
alebcay/awesome-shell,36945,2522,36945,,https://api.github.com/repos/alebcay/awesome-shell,671
babysor/MockingBird,36903,5218,36903,Python,https://api.github.com/repos/babysor/MockingBird,215
ueberdosis/tiptap,36883,2984,36883,TypeScript,https://api.github.com/repos/ueberdosis/tiptap,7765
siddharthvaddem/openscreen,36861,2529,36861,TypeScript,https://api.github.com/repos/siddharthvaddem/openscreen,915
markedjs/marked,36828,3536,36828,JavaScript,https://api.github.com/repos/markedjs/marked,3763
huggingface/pytorch-image-models,36822,5163,36822,Python,https://api.github.com/repos/huggingface/pytorch-image-models,3109
ajeetdsouza/zoxide,36800,823,36800,Rust,https://api.github.com/repos/ajeetdsouza/zoxide,601
servo/servo,36793,3630,36793,Rust,https://api.github.com/repos/servo/servo,56323
mattermost/mattermost,36785,8627,36785,TypeScript,https://api.github.com/repos/mattermost/mattermost,22548
umami-software/umami,36780,7162,36780,TypeScript,https://api.github.com/repos/umami-software/umami,6150
xyflow/xyflow,36694,2406,36694,TypeScript,https://api.github.com/repos/xyflow/xyflow,6170
shadowsocks/shadowsocks-android,36664,11492,36664,Kotlin,https://api.github.com/repos/shadowsocks/shadowsocks-android,3741
inkonchain/docs,36657,465,36657,MDX,https://api.github.com/repos/inkonchain/docs,712
inkonchain/node,36599,636,36599,Shell,https://api.github.com/repos/inkonchain/node,64
date-fns/date-fns,36569,1945,36569,TypeScript,https://api.github.com/repos/date-fns/date-fns,2565
myshell-ai/OpenVoice,36552,4082,36552,Python,https://api.github.com/repos/myshell-ai/OpenVoice,126
google/langextract,36517,2513,36517,Python,https://api.github.com/repos/google/langextract,163
inkonchain/ink-kit,36510,430,36510,TypeScript,https://api.github.com/repos/inkonchain/ink-kit,224
typeorm/typeorm,36505,6560,36505,TypeScript,https://api.github.com/repos/typeorm/typeorm,6016
open-guides/og-aws,36416,3902,36416,Shell,https://api.github.com/repos/open-guides/og-aws,1042
hankcs/HanLP,36318,10893,36318,Python,https://api.github.com/repos/hankcs/HanLP,1770
fastify/fastify,36277,2684,36277,JavaScript,https://api.github.com/repos/fastify/fastify,4719
SheetJS/sheetjs,36260,7951,36260,,https://api.github.com/repos/SheetJS/sheetjs,770
formulahendry/955.WLB,36233,1744,36233,,https://api.github.com/repos/formulahendry/955.WLB,60
TriliumNext/Trilium,36153,2410,36153,TypeScript,https://api.github.com/repos/TriliumNext/Trilium,30657
pbatard/rufus,36143,3060,36143,C,https://api.github.com/repos/pbatard/rufus,2382
jaywcjlove/linux-command,36142,6605,36142,Markdown,https://api.github.com/repos/jaywcjlove/linux-command,1602
slatedocs/slate,36116,368,36116,,https://api.github.com/repos/slatedocs/slate,1
reworkd/AgentGPT,36115,9350,36115,TypeScript,https://api.github.com/repos/reworkd/AgentGPT,1500
DioxusLabs/dioxus,36108,1661,36108,Rust,https://api.github.com/repos/DioxusLabs/dioxus,7156
geekxh/hello-algorithm,36078,6424,36078,Java,https://api.github.com/repos/geekxh/hello-algorithm,409
lerna/lerna,36072,2270,36072,TypeScript,https://api.github.com/repos/lerna/lerna,2902
veggiemonk/awesome-docker,36056,3300,36056,,https://api.github.com/repos/veggiemonk/awesome-docker,3111
doocs/leetcode,36033,9420,36033,Java,https://api.github.com/repos/doocs/leetcode,11628
carbon-app/carbon,36023,1975,36023,JavaScript,https://api.github.com/repos/carbon-app/carbon,1883
harness/harness,36010,3147,36010,Go,https://api.github.com/repos/harness/harness,4131
Textualize/textual,35990,1202,35990,Python,https://api.github.com/repos/Textualize/textual,13082
hyprwm/Hyprland,35958,1760,35958,C++,https://api.github.com/repos/hyprwm/Hyprland,7350
XingangPan/DragGAN,35854,3425,35854,Python,https://api.github.com/repos/XingangPan/DragGAN,66
anthropics/prompt-eng-interactive-tutorial,35850,3856,35850,Jupyter Notebook,https://api.github.com/repos/anthropics/prompt-eng-interactive-tutorial,9
directus/directus,35821,4771,35821,TypeScript,https://api.github.com/repos/directus/directus,13620
wshobson/agents,35786,3888,35786,Python,https://api.github.com/repos/wshobson/agents,385
opentofu/manifesto,35784,1036,35784,HTML,https://api.github.com/repos/opentofu/manifesto,2116
koajs/koa,35715,3216,35715,JavaScript,https://api.github.com/repos/koajs/koa,1299
mouredev/Hello-Python,35713,2299,35713,Python,https://api.github.com/repos/mouredev/Hello-Python,72
jondot/awesome-react-native,35690,4022,35690,JavaScript,https://api.github.com/repos/jondot/awesome-react-native,2193
jax-ml/jax,35672,3588,35672,Python,https://api.github.com/repos/jax-ml/jax,35934
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,35668,5051,35668,Python,https://api.github.com/repos/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,882
junegunn/vim-plug,35663,1946,35663,Vim Script,https://api.github.com/repos/junegunn/vim-plug,733
hashicorp/vault,35647,4672,35647,Go,https://api.github.com/repos/hashicorp/vault,23467
airbnb/lottie-android,35610,5432,35610,Java,https://api.github.com/repos/airbnb/lottie-android,1669
solidjs/solid,35559,1062,35559,TypeScript,https://api.github.com/repos/solidjs/solid,1910
zsh-users/zsh-autosuggestions,35558,1931,35558,Shell,https://api.github.com/repos/zsh-users/zsh-autosuggestions,562
1Panel-dev/1Panel,35539,3180,35539,Go,https://api.github.com/repos/1Panel-dev/1Panel,5134
HKUDS/LightRAG,35535,5021,35535,Python,https://api.github.com/repos/HKUDS/LightRAG,7790
xinntao/Real-ESRGAN,35501,4340,35501,Python,https://api.github.com/repos/xinntao/Real-ESRGAN,138
alvarotrigo/fullPage.js,35447,7139,35447,JavaScript,https://api.github.com/repos/alvarotrigo/fullPage.js,2350
nextcloud/server,35427,4964,35427,PHP,https://api.github.com/repos/nextcloud/server,87656
microsoft/Data-Science-For-Beginners,35395,7202,35395,Jupyter Notebook,https://api.github.com/repos/microsoft/Data-Science-For-Beginners,2101
datalab-to/marker,35326,2451,35326,Python,https://api.github.com/repos/datalab-to/marker,1359
nativefier/nativefier,35316,2241,35316,TypeScript,https://api.github.com/repos/nativefier/nativefier,1287
mpv-player/mpv,35313,3342,35313,C,https://api.github.com/repos/mpv-player/mpv,55133
google-ai-edge/mediapipe,35298,5989,35298,C++,https://api.github.com/repos/google-ai-edge/mediapipe,5398
sahat/hackathon-starter,35215,8169,35215,JavaScript,https://api.github.com/repos/sahat/hackathon-starter,2955
pnpm/pnpm,35188,1453,35188,TypeScript,https://api.github.com/repos/pnpm/pnpm,11565
patchy631/ai-engineering-hub,35172,5842,35172,Jupyter Notebook,https://api.github.com/repos/patchy631/ai-engineering-hub,533
schollz/croc,35115,1387,35115,Go,https://api.github.com/repos/schollz/croc,2209
aquasecurity/trivy,35114,387,35114,Go,https://api.github.com/repos/aquasecurity/trivy,4056
alan2207/bulletproof-react,35112,3192,35112,TypeScript,https://api.github.com/repos/alan2207/bulletproof-react,271
unknwon/the-way-to-go_ZH_CN,35108,8536,35108,Go,https://api.github.com/repos/unknwon/the-way-to-go_ZH_CN,1425
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35106,5835,35106,JavaScript,https://api.github.com/repos/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,356
typicode/husky,35084,1083,35084,JavaScript,https://api.github.com/repos/typicode/husky,1001
geekan/HowToLiveLonger,35060,2378,35060,,https://api.github.com/repos/geekan/HowToLiveLonger,77
bumptech/glide,35026,6175,35026,Java,https://api.github.com/repos/bumptech/glide,3085
geekcomputers/Python,35026,12926,35026,Python,https://api.github.com/repos/geekcomputers/Python,5107
sorrycc/awesome-javascript,34976,4540,34976,,https://api.github.com/repos/sorrycc/awesome-javascript,843
fxsjy/jieba,34966,6698,34966,Python,https://api.github.com/repos/fxsjy/jieba,523
netty/netty,34960,16252,34960,Java,https://api.github.com/repos/netty/netty,14191
bytedance/UI-TARS-desktop,34943,3514,34943,TypeScript,https://api.github.com/repos/bytedance/UI-TARS-desktop,1109
kuchin/awesome-cto,34939,2186,34939,,https://api.github.com/repos/kuchin/awesome-cto,201
gchq/CyberChef,34899,3959,34899,JavaScript,https://api.github.com/repos/gchq/CyberChef,4329
frappe/erpnext,34871,11403,34871,Python,https://api.github.com/repos/frappe/erpnext,58027
QuantumNous/new-api,34851,7766,34851,Go,https://api.github.com/repos/QuantumNous/new-api,5778
filebrowser/filebrowser,34809,3851,34809,Go,https://api.github.com/repos/filebrowser/filebrowser,3060
jqlang/jq,34770,1789,34770,C,https://api.github.com/repos/jqlang/jq,1916
refinedev/refine,34769,3049,34769,TypeScript,https://api.github.com/repos/refinedev/refine,7597
ItzCrazyKns/Vane,34727,3810,34727,TypeScript,https://api.github.com/repos/ItzCrazyKns/Vane,1008
laravel/framework,34719,11891,34719,PHP,https://api.github.com/repos/laravel/framework,41903
khoj-ai/khoj,34654,2203,34654,Python,https://api.github.com/repos/khoj-ai/khoj,5168
PostHog/posthog,34637,2744,34637,Python,https://api.github.com/repos/PostHog/posthog,43016
BVLC/caffe,34600,18481,34600,C++,https://api.github.com/repos/BVLC/caffe,4156
stanfordnlp/dspy,34583,2913,34583,Python,https://api.github.com/repos/stanfordnlp/dspy,4520
Yeachan-Heo/oh-my-claudecode,34553,3165,34553,TypeScript,https://api.github.com/repos/Yeachan-Heo/oh-my-claudecode,3162
firecracker-microvm/firecracker,34516,2401,34516,Rust,https://api.github.com/repos/firecracker-microvm/firecracker,7961
keycloak/keycloak,34504,8366,34504,Java,https://api.github.com/repos/keycloak/keycloak,31074
facebookresearch/detectron2,34490,7940,34490,Python,https://api.github.com/repos/facebookresearch/detectron2,1560
drizzle-team/drizzle-orm,34481,1401,34481,TypeScript,https://api.github.com/repos/drizzle-team/drizzle-orm,2933
jaredpalmer/formik,34365,2783,34365,TypeScript,https://api.github.com/repos/jaredpalmer/formik,1824
qishibo/AnotherRedisDesktopManager,34319,2705,34319,JavaScript,https://api.github.com/repos/qishibo/AnotherRedisDesktopManager,869
xitu/gold-miner,34310,5004,34310,,https://api.github.com/repos/xitu/gold-miner,11473
nodejs/node-v0.x-archive,34309,7236,34309,,https://api.github.com/repos/nodejs/node-v0.x-archive,2
python-poetry/poetry,34281,2446,34281,Python,https://api.github.com/repos/python-poetry/poetry,3799
TheAlgorithms/C-Plus-Plus,34273,7806,34273,C++,https://api.github.com/repos/TheAlgorithms/C-Plus-Plus,1771
glanceapp/glance,34272,1330,34272,Go,https://api.github.com/repos/glanceapp/glance,858
musistudio/claude-code-router,34252,2795,34252,TypeScript,https://api.github.com/repos/musistudio/claude-code-router,355
GorvGoyl/Clone-Wars,34231,3070,34231,,https://api.github.com/repos/GorvGoyl/Clone-Wars,364
wailsapp/wails,34220,1686,34220,Go,https://api.github.com/repos/wailsapp/wails,6163
testerSunshine/12306,34170,9655,34170,Python,https://api.github.com/repos/testerSunshine/12306,435
TheAlgorithms/JavaScript,34169,5856,34169,JavaScript,https://api.github.com/repos/TheAlgorithms/JavaScript,1850
router-for-me/CLIProxyAPI,34164,5693,34164,Go,https://api.github.com/repos/router-for-me/CLIProxyAPI,2540
zenorocha/clipboard.js,34158,3914,34158,JavaScript,https://api.github.com/repos/zenorocha/clipboard.js,396
Dokploy/dokploy,34158,2499,34158,TypeScript,https://api.github.com/repos/Dokploy/dokploy,6112
utmapp/UTM,34146,1712,34146,Swift,https://api.github.com/repos/utmapp/UTM,3739
AdguardTeam/AdGuardHome,34137,2341,34137,Go,https://api.github.com/repos/AdguardTeam/AdGuardHome,4475
chenfei-wu/TaskMatrix,34127,3226,34127,Python,https://api.github.com/repos/chenfei-wu/TaskMatrix,117
xkcoding/spring-boot-demo,34111,10945,34111,Java,https://api.github.com/repos/xkcoding/spring-boot-demo,734
CMU-Perceptual-Computing-Lab/openpose,34101,8053,34101,C++,https://api.github.com/repos/CMU-Perceptual-Computing-Lab/openpose,716
SeleniumHQ/selenium,34092,8682,34092,Java,https://api.github.com/repos/SeleniumHQ/selenium,34451
SagerNet/sing-box,34072,4021,34072,Go,https://api.github.com/repos/SagerNet/sing-box,2408
songquanpeng/one-api,34071,6505,34071,JavaScript,https://api.github.com/repos/songquanpeng/one-api,1210
ehang-io/nps,34063,6088,34063,Go,https://api.github.com/repos/ehang-io/nps,700
ZuodaoTech/everyone-can-use-english,34057,4747,34057,TypeScript,https://api.github.com/repos/ZuodaoTech/everyone-can-use-english,1459
atlassian/react-beautiful-dnd,33998,2715,33998,JavaScript,https://api.github.com/repos/atlassian/react-beautiful-dnd,822
v2fly/v2ray-core,33985,5058,33985,Go,https://api.github.com/repos/v2fly/v2ray-core,6910
awesome-foss/awesome-sysadmin,33980,2019,33980,,https://api.github.com/repos/awesome-foss/awesome-sysadmin,1545
zxing/zxing,33956,9425,33956,Java,https://api.github.com/repos/zxing/zxing,3878
vercel-labs/agent-browser,33948,2118,33948,Rust,https://api.github.com/repos/vercel-labs/agent-browser,575
PDFMathTranslate/PDFMathTranslate,33944,3050,33944,Python,https://api.github.com/repos/PDFMathTranslate/PDFMathTranslate,1144
lllyasviel/ControlNet,33888,3016,33888,Python,https://api.github.com/repos/lllyasviel/ControlNet,188
IceWhaleTech/CasaOS,33871,1907,33871,Go,https://api.github.com/repos/IceWhaleTech/CasaOS,688
medusajs/medusa,33857,4534,33857,TypeScript,https://api.github.com/repos/medusajs/medusa,10064
anoma/anoma,33840,4117,33840,Elixir,https://api.github.com/repos/anoma/anoma,2704
casey/just,33822,790,33822,Rust,https://api.github.com/repos/casey/just,1696
luongnv89/claude-howto,33800,4142,33800,Python,https://api.github.com/repos/luongnv89/claude-howto,212
halfrost/LeetCode-Go,33792,5737,33792,Go,https://api.github.com/repos/halfrost/LeetCode-Go,1650
Pythagora-io/gpt-pilot,33775,3494,33775,Python,https://api.github.com/repos/Pythagora-io/gpt-pilot,2884
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,33745,7171,33745,,https://api.github.com/repos/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,30
balena-io/etcher,33744,2371,33744,TypeScript,https://api.github.com/repos/balena-io/etcher,3481
alibaba/easyexcel,33723,7599,33723,Java,https://api.github.com/repos/alibaba/easyexcel,1196
nothings/stb,33712,8057,33712,C,https://api.github.com/repos/nothings/stb,2230
carbon-language/carbon-lang,33711,1534,33711,C++,https://api.github.com/repos/carbon-language/carbon-lang,5315
derailed/k9s,33707,2166,33707,Go,https://api.github.com/repos/derailed/k9s,2096
huggingface/diffusers,33682,6995,33682,Python,https://api.github.com/repos/huggingface/diffusers,6518
ocrmypdf/OCRmyPDF,33677,2336,33677,Python,https://api.github.com/repos/ocrmypdf/OCRmyPDF,4318
Blankj/AndroidUtilCode,33674,10656,33674,Java,https://api.github.com/repos/Blankj/AndroidUtilCode,1433
restic/restic,33624,1760,33624,Go,https://api.github.com/repos/restic/restic,9590
github/awesome-copilot,33601,4087,33601,Python,https://api.github.com/repos/github/awesome-copilot,1752
explosion/spaCy,33601,4686,33601,Python,https://api.github.com/repos/explosion/spaCy,16313
lib-pku/libpku,33591,8225,33591,TeX,https://api.github.com/repos/lib-pku/libpku,132
shadowsocks/shadowsocks,33591,18141,33591,Python,https://api.github.com/repos/shadowsocks/shadowsocks,1
